,ID,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate,State_Alabama,State_Alaska,State_Arizona,State_Arkansas,State_California,State_Colorado,State_Connecticut,State_Delaware,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Indiana,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maine,State_Maryland,State_Massachusetts,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Montana,State_Nebraska,State_Nevada,State_New Hampshire,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_Rhode Island,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Utah,State_Vermont,State_Virginia,State_Washington,State_West Virginia,State_Wisconsin,State_Wyoming,Day,Month,Year
3892,3892,150152,2402,79974.0,67776.0,517.8390682455898,1775219.0,,1.5997122915445685,6122.31440734634,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,08,31,020
3893,3893,21100,167,11931.0,9002.0,658.1496076991651,328449.0,1396.0,0.7914691943127962,10244.956421762232,6.61611374407583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,08,31,020
3894,3894,1202,56,946.0,200.0,192.63160087757961,63865.0,,4.658901830282862,10234.956064930633,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,08,31,020
3895,3895,61736,1732,8005.0,51999.0,723.2834933646096,628328.0,8823.0,2.805494363094467,7361.333271005546,14.291499287287806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,08,31,020
3896,3896,31752,1310,,30442.0,416.972372428608,525802.0,4240.0,4.125724363819602,6904.916457788704,13.353489543965736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,08,31,020
3897,3897,2832,93,2062.0,677.0,158.02275148188178,166508.0,,3.2838983050847457,9290.978920813975,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,08,31,020
3898,3898,27743,777,21953.0,5013.0,476.4845767251291,552454.0,3393.0,2.8007064845186167,9488.36861010361,12.230112100349634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,08,31,020
3899,3899,1417,20,1057.0,340.0,244.83420560198638,31823.0,112.0,1.4114326040931546,5498.489008378271,7.904022582921666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,08,31,020
3900,3900,37175,929,18866.0,17380.0,758.1806519639786,393293.0,2725.0,2.498991257565568,8021.173992007236,7.330195023537325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3901,3901,901,14,525.0,362.0,123.16398854479219,108709.0,,1.5538290788013318,14860.193152847742,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3902,3902,74545,1598,9179.0,63768.0,1024.1502726373344,511423.0,4634.0,2.143671607753706,7026.279494037205,6.216379368166879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3903,3903,20257,265,14066.0,5926.0,671.2496901720589,302536.0,1380.0,1.3081897615639038,10025.038074043243,6.8124598904082525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3904,3904,223646,5983,,217663.0,566.0172549643687,4061692.0,,2.6752099299786267,10279.583611380203,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3905,3905,32494,1681,4459.0,26354.0,564.2557672378106,319565.0,5401.0,5.173262756201145,5549.221217989503,16.621530128639133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3906,3906,46362,4320,8053.0,33989.0,1300.3721720018616,444976.0,10268.0,9.317975928562184,12480.790466517845,22.147448341314007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3907,3907,11376,507,6665.0,4204.0,1168.2502125771746,109931.0,,4.4567510548523215,11289.285699615102,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3908,3908,146341,3447,,142894.0,681.3613557145243,1912743.0,14651.0,2.3554574589486204,8905.700819411282,10.01154836990317,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3909,3909,79417,2784,,76633.0,747.987529554017,823117.0,10824.0,3.505546671367591,7752.512073786643,13.629323696437789,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3910,3910,900,18,719.0,163.0,63.56506802874837,77155.0,111.0,2.0,5449.292026397867,12.333333333333336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3911,3911,5752,91,3898.0,1763.0,321.8685386373747,86345.0,312.0,1.5820584144645342,4831.665328345639,5.4242002781641165,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3912,3912,142461,6902,,135559.0,1124.2346305239003,1572949.0,,4.8448347266971306,12412.967323323144,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3913,3913,45228,2624,34348.0,8256.0,671.8141522134083,476519.0,7024.0,5.801715751304503,7078.186256270035,15.530202529406562,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3914,3914,28845,711,17851.0,10283.0,914.2427901758124,300845.0,,2.4648985959438376,9535.28764813459,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3915,3915,14209,273,794.0,13142.0,487.72634875609015,176725.0,1152.0,1.9213174748398905,6066.115770562322,8.10753747624745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3916,3916,15347,560,3939.0,10848.0,343.5121594619838,361441.0,2602.0,3.648921613344628,8090.1399901022305,16.954453639147715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3917,3917,57081,3199,42225.0,11657.0,1227.866840303098,704637.0,,5.604316672798302,15157.415019895483,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3918,3918,3219,105,2623.0,491.0,239.47115484759846,93523.0,347.0,3.2618825722274,6957.459091274293,10.779745262503884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3919,3919,67254,3175,4979.0,59100.0,1112.4306943139563,529313.0,10822.0,4.720908793529008,8755.226872742189,16.091236208998726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3920,3920,108768,8094,,100674.0,1578.0624252176606,842287.0,11345.0,7.44152691968226,12220.335631337412,10.430457487496325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3921,3921,70223,6161,51099.0,12963.0,703.1541555065824,1029375.0,,8.773478774760406,10307.296880289765,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3922,3922,35861,1470,31225.0,3166.0,635.874823038099,592955.0,4031.0,4.0991606480577785,10514.072549414572,11.24062351858565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3923,3923,26567,1059,19388.0,6120.0,892.6636401604892,283522.0,3115.0,3.986148229005909,9526.471960913248,11.725072458312946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3924,3924,20825,1004,,19821.0,339.3115161595378,367406.0,,4.821128451380552,5986.318698972925,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3925,3925,919,22,609.0,288.0,85.98605135959009,88743.0,100.0,2.3939064200217626,8303.221061810778,10.88139281828074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3926,3926,19042,269,13322.0,5451.0,984.383852837664,175272.0,1316.0,1.4126667366873231,9060.756572553464,6.911038756433147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3927,3927,17894,504,689.0,16701.0,580.9446015071964,273017.0,,2.8165865653291604,8863.739369044944,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3928,3928,5760,367,4435.0,958.0,423.6194308937708,118298.0,565.0,6.371527777777778,8700.231152060991,9.809027777777779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3929,3929,171272,14992,30163.0,126117.0,1928.2631873445623,1403984.0,19847.0,8.75332803960951,15806.732348666264,11.588000373674625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3930,3930,11982,493,5264.0,6225.0,571.434294355906,331048.0,1865.0,4.1145050909697884,15788.030402097644,15.56501418794859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3931,3931,393403,31403,70435.0,291565.0,2021.7583814089357,3862913.0,89995.0,7.9844090067733875,19857.09968473124,22.881791184427318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3932,3932,63736,1357,45538.0,16841.0,607.699175559616,886305.0,,2.129095016944898,8450.590212664201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3933,3933,3539,79,3163.0,297.0,464.39790988134826,105691.0,227.0,2.2322690025430907,13869.08151830166,6.41424131110483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3934,3934,51046,2818,,48228.0,436.6974360729226,774382.0,7746.0,5.520510911726676,6624.821414822356,15.174548446499234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3935,3935,13175,385,9587.0,3203.0,332.95669844434036,326193.0,1489.0,2.922201138519924,8243.50241636848,11.301707779886147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3936,3936,8485,204,2700.0,5581.0,201.17423158437808,235133.0,1025.0,2.4042427813789042,5574.861590469012,12.080141426045964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3937,3937,90467,6614,67070.0,16783.0,706.6636285970876,752889.0,,7.310953165242576,5881.031455346509,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3938,3938,16764,946,1627.0,14191.0,1582.4633906666377,238520.0,1995.0,5.6430446194225725,22515.45979132704,11.90050107372942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3939,3939,34644,720,13456.0,20468.0,672.8670499079965,369305.0,2622.0,2.0782819535850363,7172.7619751262155,7.568410114305508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,08,31,020
3940,3940,6716,91,5818.0,807.0,759.1625699845929,79457.0,657.0,1.3549731983323408,8981.65281763934,9.782608695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,08,31,020
3941,3941,42297,592,26962.0,14743.0,619.3574801286362,777206.0,2599.0,1.3996264510485377,11380.673563157126,6.144643828167482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,08,31,020
3942,3942,156706,2416,81335.0,72955.0,540.4422786808926,1819189.0,,1.5417405842788403,6273.956635426942,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,08,31,020
3943,3943,21664,168,12205.0,9291.0,675.7418531371902,333905.0,1417.0,0.7754800590841949,10415.139562027947,6.540805022156572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,08,31,020
3944,3944,1208,56,949.0,203.0,193.59315628961411,64993.0,,4.635761589403971,10415.72848239312,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,08,31,020
3945,3945,62189,1740,8023.0,52426.0,728.590727757738,636372.0,8823.0,2.797922462171768,7455.574757668514,14.187396484908907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,08,31,020
3946,3946,32253,1320,,30933.0,423.5515850321206,534443.0,4275.0,4.0926425448795465,7018.391459998191,13.254580969212165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,08,31,020
3947,3947,2870,93,2196.0,581.0,160.14311326024037,169655.0,,3.240418118466899,9466.578355458565,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,08,31,020
3948,3948,28058,777,22217.0,5064.0,481.8946852811041,558392.0,3407.0,2.769263668116045,9590.353450120689,12.142704398032649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,08,31,020
3949,3949,1450,20,1070.0,360.0,250.53606077832046,31856.0,112.0,1.3793103448275863,5504.190863554606,7.724137931034483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,08,31,020
3950,3950,38045,950,18866.0,18229.0,775.9242206851262,406652.0,2769.0,2.4970429754238403,8293.629548956444,7.278223156788014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3951,3951,937,14,526.0,397.0,128.08508020695922,112185.0,,1.4941302027748131,15335.351892228091,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3952,3952,79228,1645,9411.0,68172.0,1088.4885344491345,532356.0,4736.0,2.0762861614580705,7313.871386949101,5.9776846569394655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3953,3953,20777,270,14531.0,5976.0,688.4807628328414,311203.0,1413.0,1.2995138855465178,10312.233663949017,6.8007893343601085,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3954,3954,231232,6082,,225150.0,585.2163772207906,4167139.0,,2.6302587877110435,10546.455460124327,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3955,3955,32698,1690,4479.0,26529.0,567.7982112741407,323857.0,5442.0,5.1685118355862745,5623.751462126411,16.643219768793198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3956,3956,46514,4322,8053.0,34139.0,1304.6355033970615,466394.0,10268.0,9.29182611686804,13081.52751798102,22.075074171217267,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3957,3957,11474,509,6667.0,4298.0,1178.3142527347486,110881.0,,4.43611643716228,11386.84527257118,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3958,3958,152434,3505,,148929.0,709.7302662752599,1944995.0,14879.0,2.299355786766732,9055.865615637253,9.760945720770957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3959,3959,81291,2805,,78486.0,765.6377635138017,833878.0,11051.0,3.450566483374544,7853.86435107653,13.594370840560455,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3960,3960,917,18,722.0,177.0,64.76574153595806,77743.0,111.0,1.9629225736095963,5490.821204176649,12.104689203925846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3961,3961,6117,92,4073.0,1952.0,342.29308950709685,89303.0,322.0,1.5040052313225438,4997.188126900813,5.264018309628903,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3962,3962,143185,6923,,136262.0,1129.9480950685777,1604018.0,,4.8350036665851865,12658.149132630579,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3963,3963,45594,2640,34646.0,8308.0,677.2506954987649,484196.0,7065.0,5.790235557310172,7192.2199797718995,15.495459928938015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3964,3964,29074,716,23212.0,5146.0,921.5009492657848,304188.0,,2.46268143358327,9641.244092841049,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3965,3965,14370,273,794.0,13303.0,493.2527012192988,176725.0,1152.0,1.8997912317327763,6066.115770562322,8.01670146137787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3966,3966,15624,565,3990.0,11069.0,349.7122551269979,370934.0,2621.0,3.616231438812085,8302.621968975796,16.77547363031234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3967,3967,58095,3221,42225.0,12649.0,1249.6789489919322,728511.0,,5.544366985110595,15670.967567072234,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3968,3968,3253,105,2646.0,502.0,242.00051777547,94952.0,348.0,3.227789732554565,7063.7667272721865,10.697817399323704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3969,3969,67559,3190,4982.0,59387.0,1117.4756189543607,535855.0,10844.0,4.721798724078213,8863.436371094733,16.051155286490328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3970,3970,108882,8053,,100829.0,1579.7163962061386,848141.0,11337.0,7.3960801601733985,12305.268492447518,10.412189342591065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3971,3971,70728,6193,51099.0,13436.0,708.210801456354,1045057.0,,8.756079629001244,10464.323260060695,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
3972,3972,36303,1476,31601.0,3226.0,643.7122138465772,605316.0,4054.0,4.0657796876291235,10733.25351725077,11.167121174558575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
