Province_State,Date,Incident_Rate,People_Tested,People_Hospitalized,Confirmed
South Carolina,672,541.8246187300363,318208.0,2377.0,27897
South Dakota,672,725.5903121993898,75077.0,629.0,6419
Tennessee,672,545.2343138423474,718304.0,2386.0,37235
Texas,672,441.89724740558836,1630258.0,6250.044184664157,128132
Utah,672,585.9091104749344,304738.0,1256.0,18784
Vermont,672,189.7469346414761,59860.0,6250.044184664157,1184
Virginia,672,697.2510986150929,576571.0,8651.0,59514
Washington,672,392.24451348167327,487059.0,4067.0,29869
West Virginia,672,146.80715365424822,157048.0,6250.044184664157,2631
Wisconsin,672,442.4781800875716,513566.0,3299.0,25763
Wyoming,672,221.50843442607373,30148.0,109.0,1282
Alabama,675,677.2332677637087,369458.0,2612.0,33206
Alaska,675,111.13465337060605,99452.0,6250.044184664157,813
Arizona,675,869.3977249012427,464196.0,4406.0,63281
Arkansas,675,598.5146815366405,277380.0,1245.0,18062
California,675,508.9868013753617,3694345.0,6250.044184664157,201112
Colorado,675,546.3525329169456,296065.0,5375.0,31463
Connecticut,675,1290.050422308218,408943.0,10268.0,45994
Delaware,675,1127.5832747975896,100992.0,6250.044184664157,10980
Florida,675,530.8659846239852,1720644.0,14068.0,114018
Georgia,675,669.6069281594978,757924.0,10457.0,71095
Hawaii,675,60.10430321384984,71935.0,105.0,851
Idaho,675,272.2340821402691,80539.0,300.0,4865
Illinois,675,1100.3469824897306,1461527.0,6250.044184664157,139434
Indiana,675,648.4488992410971,444252.0,6912.0,43655
Iowa,675,867.5877238856824,277054.0,6250.044184664157,27373
Kansas,675,449.9000107781035,161705.0,1082.0,13107
Kentucky,675,327.17255716790373,342882.0,2584.0,14617
Louisiana,675,1149.00767812039,660665.0,6250.044184664157,53415
Maine,675,228.3865937813381,87598.0,343.0,3070
Maryland,675,1088.0000264651783,498959.0,10683.0,65777
Massachusetts,675,1564.5549954784203,805456.0,11252.0,107837
Michigan,675,690.7979157006054,962839.0,6250.044184664157,68989
Minnesota,675,605.0572094065712,542696.0,3943.0,34123
Mississippi,675,823.7490797671758,265997.0,2998.0,24516
Missouri,675,319.9548736050345,341648.0,6250.044184664157,19637
Montana,675,75.13253453944598,78332.0,93.0,803
Nebraska,675,948.4038527549513,163170.0,1268.0,18346
Nevada,675,482.4106311498509,255550.0,6250.044184664157,14859
New Hampshire,675,414.64693600331253,111566.0,558.0,5638
New Jersey,675,1916.14905783371,1320910.0,19668.0,170196
New Mexico,675,533.7583560700467,308105.0,1793.0,11192
New York,675,2006.9076299192727,3619594.0,89995.0,390415
North Carolina,675,547.9742534480082,811278.0,6250.044184664157,57472
North Dakota,675,445.23936372631096,99444.0,222.0,3393
Ohio,675,407.653283828524,699630.0,7502.0,47651
Oklahoma,675,301.94813153798697,304965.0,1336.0,11948
Oregon,675,179.43271474726848,216618.0,1012.0,7568
Pennsylvania,675,688.4945768973868,704801.0,6250.044184664157,88141
Rhode Island,675,1570.7582212295904,228140.0,1981.0,16640
South Carolina,675,563.6747350891892,333358.0,2377.0,29022
South Dakota,675,732.3725864994309,75854.0,632.0,6479
Tennessee,675,556.9341182403612,727549.0,2431.0,38034
Texas,675,464.05901583055885,1659340.0,6250.044184664157,134558
Utah,675,604.3123459508827,312054.0,1290.0,19374
Vermont,675,190.86874928884964,60709.0,6250.044184664157,1191
Virginia,675,702.312302274765,592966.0,8672.0,59946
Washington,675,398.7843296025302,495498.0,4093.0,30367
West Virginia,675,150.32249028679007,158704.0,6250.044184664157,2694
Wisconsin,675,450.44735586526184,527666.0,3326.0,26227
Wyoming,675,229.11090799451927,30195.0,111.0,1326
Alabama,678,697.1590914884916,378323.0,2653.0,34183
Alaska,678,113.86859318292109,101792.0,6250.044184664157,833
Arizona,678,915.8070028000814,479823.0,4514.0,66659
Arkansas,678,620.9813493520454,277380.0,1300.0,18740
California,678,523.4937047201823,3771314.0,6250.044184664157,206844
Colorado,678,551.8572131106548,302577.0,5386.0,31780
Connecticut,678,1291.8735574443235,416862.0,10268.0,46059
Delaware,678,1131.3829634285105,102100.0,6250.044184664157,11017
Florida,678,572.4997936235087,1768885.0,14281.0,122960
Georgia,678,687.5020426331323,771028.0,10605.0,72995
Hawaii,678,61.16372101432898,73005.0,109.0,866
Idaho,678,272.2340821402691,82370.0,303.0,4865
Illinois,678,1107.110019941096,1492005.0,6250.044184664157,140291
Indiana,678,655.6530617913647,453890.0,6944.0,44140
Iowa,678,878.4908100295714,283643.0,6250.044184664157,27717
Kansas,678,462.0854463336257,167859.0,1128.0,13462
Kentucky,678,332.5892472434756,350754.0,2589.0,14859
Louisiana,678,1178.133511616131,678006.0,6250.044184664157,54769
Maine,678,230.76717065462887,89854.0,343.0,3102
Maryland,678,1093.590795410938,506397.0,10725.0,66115
Massachusetts,678,1567.9354800425913,814085.0,11291.0,108070
Michigan,678,694.2023902014419,981706.0,6250.044184664157,69329
Minnesota,678,613.7989145391048,557278.0,3966.0,34616
Mississippi,678,842.2293373080447,271894.0,3044.0,25066
Missouri,678,329.3887928298303,348618.0,6250.044184664157,20216
Montana,678,77.56521934396105,80161.0,95.0,829
Nebraska,678,957.6056343853004,165002.0,1294.0,18524
Nevada,678,494.7801345126675,258662.0,6250.044184664157,15240
New Hampshire,678,417.07392232614137,114768.0,561.0,5671
New Jersey,678,1920.5173498878091,1346672.0,19752.0,170584
New Mexico,678,544.0596252722563,314670.0,1811.0,11408
New York,678,2011.0456897839936,3681317.0,89995.0,391220
North Carolina,678,564.0496395719181,836725.0,6250.044184664157,59158
North Dakota,678,448.9136054546743,100886.0,222.0,3421
Ohio,678,416.0970476768956,721552.0,7570.0,48638
Oklahoma,678,312.03160195007746,310777.0,1393.0,12347
Oregon,678,185.3600639395012,216868.0,1022.0,7818
Pennsylvania,678,694.1108916747232,719081.0,6250.044184664157,88860
Rhode Island,678,1572.7405483116709,230508.0,1984.0,16661
South Carolina,678,589.1762486710272,334671.0,2622.0,30335
South Dakota,678,738.7027091794691,77015.0,639.0,6535
Tennessee,678,577.5808318839145,742032.0,2498.0,39444
Texas,678,483.4238352681886,1697334.0,6250.044184664157,140173
Utah,678,625.3980869368844,317568.0,1321.0,20050
Vermont,678,191.99056393622325,61589.0,6250.044184664157,1198
Virginia,678,709.6229297831801,606463.0,8722.0,60570
Washington,678,405.1928241145345,505795.0,4106.0,30855
West Virginia,678,152.33125407681402,161957.0,6250.044184664157,2730
Wisconsin,678,459.3783287195699,536836.0,3351.0,26747
Wyoming,678,236.36781458258102,31774.0,112.0,1368
Alabama,681,715.5145074069203,384026.0,2697.0,35083
Alaska,681,116.3291390140046,105581.0,6250.044184664157,851
Arizona,681,963.4115462931172,494747.0,4595.0,70124
Arkansas,681,639.8692559225185,283965.0,1337.0,19310
California,681,532.9591301405643,3862310.0,6250.044184664157,210584
Colorado,681,555.7816854254128,307583.0,5392.0,32006
Connecticut,681,1295.996647675208,429548.0,10268.0,46206
Delaware,681,1138.982340690352,104262.0,6250.044184664157,11091
Florida,681,617.1274003401754,1829525.0,14432.0,132545
Georgia,681,706.244820423939,789813.0,10689.0,74985
Hawaii,681,61.58748813452063,74301.0,109.0,872
Idaho,681,297.80673898263353,84056.0,309.0,5322
Illinois,681,1113.3127590738536,1522242.0,6250.044184664157,141077
Indiana,681,662.1145271715018,463017.0,6982.0,44575
Iowa,681,889.7742363877823,289752.0,6250.044184664157,28073
Kansas,681,467.4058477733605,167859.0,1128.0,13617
Kentucky,681,339.48321643056687,350754.0,2589.0,15167
Louisiana,681,1178.133511616131,678006.0,6250.044184664157,54769
Maine,681,234.63560807372647,91932.0,345.0,3154
Maryland,681,1099.1319421471198,513816.0,10751.0,66450
Massachusetts,681,1573.3471570487534,826342.0,11310.0,108443
Michigan,681,697.7069963052437,1000821.0,6250.044184664157,69679
Minnesota,681,621.1930140122618,568907.0,3986.0,35033
Mississippi,681,857.8535550471431,277321.0,3078.0,25531
Missouri,681,335.18926820811583,355290.0,6250.044184664157,20572
Montana,681,79.71720974795514,81247.0,95.0,852
Nebraska,681,970.5811803921408,168598.0,1312.0,18775
Nevada,681,530.4601455250968,263026.0,6250.044184664157,16339
New Hampshire,681,420.45699417008484,114768.0,561.0,5717
New Jersey,681,1923.7710519590325,1367250.0,19823.0,170873
New Mexico,681,554.1224391688593,320638.0,1828.0,11619
New York,681,2014.6594240509487,3754579.0,89995.0,391923
North Carolina,681,579.8199175368924,855131.0,6250.044184664157,60812
North Dakota,681,453.76885345286865,102519.0,225.0,3458
Ohio,681,423.08646516840486,744839.0,7624.0,49455
Oklahoma,681,319.5878867952281,325663.0,1440.0,12646
Oregon,681,191.9038574477261,216868.0,1022.0,8094
Pennsylvania,681,698.6883053875456,719081.0,6250.044184664157,89446
Rhode Island,681,1572.7405483116709,230508.0,1984.0,16661
South Carolina,681,620.3296590177663,351164.0,2622.0,31939
South Dakota,681,748.9891585345314,78100.0,645.0,6626
Tennessee,681,588.2409790700897,748553.0,2564.0,40172
Texas,681,503.15422387062495,1722826.0,6250.044184664157,145894
Utah,681,643.4270193184066,322802.0,1365.0,20628
Vermont,681,192.3110824069014,62723.0,6250.044184664157,1200
Virginia,681,717.5544919998421,617926.0,8787.0,61247
Washington,681,412.40238044053916,514428.0,4194.0,31404
West Virginia,681,155.23280177351523,164655.0,6250.044184664157,2782
Wisconsin,681,468.635625582016,545950.0,3382.0,27286
Wyoming,681,240.51461834718768,31798.0,111.0,1392
Alabama,684,722.8158839611395,386280.0,2703.0,35441
Alaska,684,120.2933517418614,108300.0,6250.044184664157,880
Arizona,684,1015.5635945181,509896.0,4617.0,73920
Arkansas,684,656.7026884449753,291222.0,1373.0,19818
California,684,544.8845538252808,3955952.0,6250.044184664157,215296
Colorado,684,560.7133232014803,313711.0,5399.0,32290
Connecticut,684,1298.7173262629346,438623.0,10268.0,46303
Delaware,684,1152.846069478847,106346.0,6250.044184664157,11226
Florida,684,656.8429439284038,1881897.0,14540.0,141075
Georgia,684,727.2009413206952,806938.0,10711.0,77210
Hawaii,684,63.49444017538308,75478.0,110.0,899
Idaho,684,297.80673898263353,86345.0,312.0,5322
Illinois,684,1118.410684620624,1546031.0,6250.044184664157,141723
Indiana,684,667.3876770794295,470535.0,7003.0,44930
Iowa,684,903.941909371266,295915.0,6250.044184664157,28520
Kansas,684,475.3006370065157,167859.0,1128.0,13847
Kentucky,684,340.93811252524523,358491.0,2590.0,15232
Louisiana,684,1209.690083062403,696111.0,6250.044184664157,56236
Maine,684,237.38815008346901,93495.0,346.0,3191
Maryland,684,1104.5407629910944,519473.0,10793.0,66777
Massachusetts,684,1576.5970649559383,835794.0,11319.0,108667
Michigan,684,700.3805101044302,1016679.0,6250.044184664157,69946
Minnesota,684,630.3425471732908,585417.0,4010.0,35549
Mississippi,684,869.9833240876045,280188.0,3102.0,25892
Missouri,684,337.09560421727144,361173.0,6250.044184664157,20689
Montana,684,80.74642254986536,82474.0,97.0,863
Nebraska,684,976.9914102919342,172798.0,1315.0,18899
Nevada,684,557.1146396481217,267580.0,6250.044184664157,17160
New Hampshire,684,422.6633453726564,116109.0,562.0,5747
New Jersey,684,1927.2499237237664,1387833.0,19841.0,171182
New Mexico,684,563.183740781914,322959.0,1851.0,11809
New York,684,2017.8259394256922,3816485.0,89995.0,392539
North Carolina,684,593.5116461691192,871905.0,6250.044184664157,62248
North Dakota,684,458.62410145106315,103925.0,226.0,3495
Ohio,684,430.39241686699575,756765.0,7681.0,50309
Oklahoma,684,327.19471535171726,326015.0,1456.0,12947
Oregon,684,197.76007844965199,217391.0,1022.0,8341
Pennsylvania,684,701.9456117326769,742982.0,6250.044184664157,89863
Rhode Island,684,1572.7405483116709,230508.0,1984.0,16661
South Carolina,684,647.15189074398,359802.0,2622.0,33320
South Dakota,684,755.2062433095689,78893.0,652.0,6681
Tennessee,684,588.2409790700897,748553.0,2564.0,40172
Texas,684,517.8390682455898,1775219.0,6250.044184664157,150152
Utah,684,658.1496076991651,328449.0,1396.0,21100
Vermont,684,192.63160087757961,63865.0,6250.044184664157,1202
Virginia,684,723.2834933646096,628328.0,8823.0,61736
Washington,684,416.972372428608,525802.0,4240.0,31752
West Virginia,684,158.02275148188178,166508.0,6250.044184664157,2832
Wisconsin,684,476.4845767251291,552454.0,3393.0,27743
Wyoming,684,244.83420560198638,31823.0,112.0,1417
Alabama,687,758.1806519639786,393293.0,2725.0,37175
Alaska,687,123.16398854479219,108709.0,6250.044184664157,901
Arizona,687,1024.1502726373344,511423.0,4634.0,74545
Arkansas,687,671.2496901720589,302536.0,1380.0,20257
California,687,566.0172549643687,4061692.0,6250.044184664157,223646
Colorado,687,564.2557672378106,319565.0,5401.0,32494
Connecticut,687,1300.3721720018616,444976.0,10268.0,46362
Delaware,687,1168.2502125771746,109931.0,6250.044184664157,11376
Florida,687,681.3613557145243,1912743.0,14651.0,146341
Georgia,687,747.987529554017,823117.0,10824.0,79417
Hawaii,687,63.56506802874837,77155.0,111.0,900
Idaho,687,321.8685386373747,86345.0,312.0,5752
Illinois,687,1124.2346305239003,1572949.0,6250.044184664157,142461
Indiana,687,671.8141522134083,476519.0,7024.0,45228
Iowa,687,914.2427901758124,300845.0,6250.044184664157,28845
Kansas,687,487.72634875609015,176725.0,1152.0,14209
Kentucky,687,343.5121594619838,361441.0,2602.0,15347
Louisiana,687,1227.866840303098,704637.0,6250.044184664157,57081
Maine,687,239.47115484759846,93523.0,347.0,3219
Maryland,687,1112.4306943139563,529313.0,10822.0,67254
Massachusetts,687,1578.0624252176606,842287.0,11345.0,108768
Michigan,687,703.1541555065824,1029375.0,6250.044184664157,70223
Minnesota,687,635.874823038099,592955.0,4031.0,35861
Mississippi,687,892.6636401604892,283522.0,3115.0,26567
Missouri,687,339.3115161595378,367406.0,6250.044184664157,20825
Montana,687,85.98605135959009,88743.0,100.0,919
Nebraska,687,984.383852837664,175272.0,1316.0,19042
Nevada,687,580.9446015071964,273017.0,6250.044184664157,17894
New Hampshire,687,423.6194308937708,118298.0,565.0,5760
New Jersey,687,1928.2631873445623,1403984.0,19847.0,171272
New Mexico,687,571.434294355906,331048.0,1865.0,11982
New York,687,2021.7583814089357,3862913.0,89995.0,393403
North Carolina,687,607.699175559616,886305.0,6250.044184664157,63736
North Dakota,687,464.39790988134826,105691.0,227.0,3539
Ohio,687,436.6974360729226,774382.0,7746.0,51046
Oklahoma,687,332.95669844434036,326193.0,1489.0,13175
Oregon,687,201.17423158437808,235133.0,1025.0,8485
Pennsylvania,687,706.6636285970876,752889.0,6250.044184664157,90467
Rhode Island,687,1582.4633906666377,238520.0,1995.0,16764
South Carolina,687,672.8670499079965,369305.0,2622.0,34644
South Dakota,687,759.1625699845929,79457.0,657.0,6716
Tennessee,687,619.3574801286362,777206.0,2599.0,42297
Texas,687,540.4422786808926,1819189.0,6250.044184664157,156706
Utah,687,675.7418531371902,333905.0,1417.0,21664
Vermont,687,193.59315628961411,64993.0,6250.044184664157,1208
Virginia,687,728.590727757738,636372.0,8823.0,62189
Washington,687,423.5515850321206,534443.0,4275.0,32253
West Virginia,687,160.14311326024037,169655.0,6250.044184664157,2870
Wisconsin,687,481.8946852811041,558392.0,3407.0,28058
Wyoming,687,250.53606077832046,31856.0,112.0,1450
Alabama,690,775.9242206851262,406652.0,2769.0,38045
Alaska,690,128.08508020695922,112185.0,6250.044184664157,937
Arizona,690,1088.4885344491345,532356.0,4736.0,79228
Arkansas,690,688.4807628328414,311203.0,1413.0,20777
California,690,585.2163772207906,4167139.0,6250.044184664157,231232
Colorado,690,567.7982112741407,323857.0,5442.0,32698
Connecticut,690,1304.6355033970615,466394.0,10268.0,46514
Delaware,690,1178.3142527347486,110881.0,6250.044184664157,11474
Florida,690,709.7302662752599,1944995.0,14879.0,152434
Georgia,690,765.6377635138017,833878.0,11051.0,81291
Hawaii,690,64.76574153595806,77743.0,111.0,917
Idaho,690,342.29308950709685,89303.0,322.0,6117
Illinois,690,1129.9480950685777,1604018.0,6250.044184664157,143185
Indiana,690,677.2506954987649,484196.0,7065.0,45594
Iowa,690,921.5009492657848,304188.0,6250.044184664157,29074
Kansas,690,493.2527012192988,176725.0,1152.0,14370
Kentucky,690,349.7122551269979,370934.0,2621.0,15624
Louisiana,690,1249.6789489919322,728511.0,6250.044184664157,58095
Maine,690,242.00051777547,94952.0,348.0,3253
Maryland,690,1117.4756189543607,535855.0,10844.0,67559
Massachusetts,690,1579.7163962061386,848141.0,11337.0,108882
Michigan,690,708.210801456354,1045057.0,6250.044184664157,70728
Minnesota,690,643.7122138465772,605316.0,4054.0,36303
Mississippi,690,915.5119585746547,299691.0,3156.0,27247
Missouri,690,342.1791669083531,373007.0,6250.044184664157,21001
Montana,690,90.47716176792558,90861.0,101.0,967
Nebraska,690,991.3627321640524,178157.0,1330.0,19177
Nevada,690,599.1904306145532,277568.0,6250.044184664157,18456
New Hampshire,690,425.2374217756568,118298.0,565.0,5782
New Jersey,690,1932.7102887913904,1422374.0,19847.0,171667
New Mexico,690,579.3033194409272,337720.0,1876.0,12147
New York,690,2022.529448464474,3914938.0,89995.0,393454
North Carolina,690,622.8687718366863,910033.0,6250.044184664157,65327
North Dakota,690,469.2531578795425,106122.0,231.0,3576
Ohio,690,443.0537851502682,787929.0,7839.0,51789
Oklahoma,690,347.66491844393096,341597.0,1520.0,13757
Oregon,690,205.22853843186525,237634.0,1038.0,8656
Pennsylvania,690,711.9128129230544,764187.0,6250.044184664157,91139
Rhode Island,690,1587.0888205248261,242282.0,2001.0,16813
South Carolina,690,706.9532314282751,380572.0,2854.0,36399
South Dakota,690,764.5883894246257,80088.0,666.0,6764
Tennessee,690,637.1048680264993,793127.0,2665.0,43509
Texas,690,562.3557359750511,1869282.0,6250.044184664157,163060
Utah,690,692.9909874053247,340753.0,1444.0,22217
Vermont,690,193.59315628961411,65764.0,6250.044184664157,1208
Virginia,690,735.5967457866358,645034.0,8982.0,62787
Washington,690,431.0500488976011,548220.0,4323.0,32824
West Virginia,690,162.09607805609699,171764.0,6250.044184664157,2905
Wisconsin,690,492.2168289069485,571201.0,3446.0,28659
Wyoming,690,256.92904991542247,33672.0,117.0,1487
Alabama,703,794.6263500153473,413953.0,2803.0,38962
Alaska,703,133.2795658503578,114400.0,6250.044184664157,975
Arizona,703,1155.4921011491451,549596.0,4837.0,84105
Arkansas,703,702.3981676742426,314858.0,1448.0,21197
California,703,604.0687713267866,4254176.0,6250.044184664157,238681
Colorado,703,573.2507967026098,327503.0,5489.0,33012
Connecticut,703,1306.2623009031254,477841.0,10268.0,46572
Delaware,703,1182.0112470783474,111384.0,6250.044184664157,11510
Florida,703,740.2874893197546,1980354.0,15125.0,158997
Georgia,703,793.4317018357468,855038.0,11275.0,84242
Hawaii,703,65.40139221624554,79058.0,113.0,926
Idaho,703,356.45038093186315,91040.0,330.0,6370
Illinois,703,1136.4822782771314,1637108.0,6250.044184664157,144013
Indiana,703,682.5684072369006,489716.0,7095.0,45952
Iowa,703,935.4467571242476,309790.0,6250.044184664157,29514
Kansas,703,509.0422796856089,183173.0,1152.0,14830
Kentucky,703,354.59175279838064,377090.0,2635.0,15842
Louisiana,703,1294.486268911894,752088.0,6250.044184664157,60178
Maine,703,245.05063189437385,97241.0,351.0,3294
Maryland,703,1123.4137433671647,542604.0,10902.0,67918
Massachusetts,703,1579.7163962061386,858435.0,11352.0,108882
Michigan,703,711.8255523234187,1061859.0,6250.044184664157,71089
Minnesota,703,651.0353867060828,617107.0,4081.0,36716
Mississippi,703,937.4530643459047,293752.0,3177.0,27900
Missouri,703,342.73314489391976,389740.0,6250.044184664157,21035
Montana,703,95.0618369764348,93330.0,105.0,1016
Nebraska,703,998.2382206856054,180608.0,1330.0,19310
Nevada,703,620.1309284334949,284096.0,6250.044184664157,19101
New Hampshire,703,426.70832257737123,119169.0,565.0,5802
New Jersey,703,1935.6487532916994,1442937.0,20054.0,171928
New Mexico,703,585.4554663255802,344181.0,1902.0,12276
New York,703,2025.742227862549,3971648.0,89995.0,394079
North Carolina,703,636.4460849093123,942238.0,6250.044184664157,66751
North Dakota,703,474.3708517154772,107226.0,234.0,3615
Ohio,703,452.2589420913501,792005.0,7911.0,52865
Oklahoma,703,356.8133301962537,346313.0,1553.0,14119
Oregon,703,211.74862254332118,243360.0,1055.0,8931
Pennsylvania,703,716.8807909458444,776804.0,6250.044184664157,91775
Rhode Island,703,1590.8646816335504,244215.0,2007.0,16853
South Carolina,703,736.4751664201974,389872.0,2854.0,37919
South Dakota,703,771.5967395346681,80943.0,674.0,6826
Tennessee,703,663.5502331614335,817886.0,2715.0,45315
Texas,703,594.4568471639127,1921948.0,6250.044184664157,172368
Utah,703,708.5557577485422,343358.0,1476.0,22716
Vermont,703,193.91367476029225,66292.0,6250.044184664157,1210
Virginia,703,740.4704974589125,658633.0,9023.0,63203
Washington,703,439.07379919849166,557275.0,4361.0,33435
West Virginia,703,166.22520362447946,173352.0,6250.044184664157,2979
Wisconsin,703,501.49130071719145,583832.0,3482.0,29199
Wyoming,703,261.59420415060504,33699.0,117.0,1514
Alabama,706,818.0600976712076,419728.0,2835.0,40111
Alaska,706,138.61074848437212,115909.0,6250.044184664157,1014
Arizona,706,1201.379309018334,560839.0,4916.0,87445
Arkansas,706,731.4921711284102,323987.0,1477.0,22075
California,706,623.9841276457668,4338718.0,6250.044184664157,246550
Colorado,706,578.8596664267992,333255.0,5513.0,33335
Connecticut,706,1308.3378701349989,489206.0,10411.0,46646
Delaware,706,1204.7066845765505,114918.0,6250.044184664157,11731
Florida,706,787.3548316566125,2032183.0,15454.0,169106
Georgia,706,826.0855765094788,883239.0,11500.0,87709
Hawaii,706,66.81394928355104,80290.0,116.0,946
Idaho,706,368.9289421481592,95121.0,340.0,6593
Illinois,706,1136.4822782771314,1637108.0,6250.044184664157,144013
Indiana,706,689.0298726170375,496835.0,7139.0,46387
Iowa,706,959.0595454300535,317538.0,6250.044184664157,30259
Kansas,706,514.9462090251858,183173.0,1195.0,15002
Kentucky,706,359.8965277897465,385794.0,2662.0,16079
Louisiana,706,1324.2359201117538,767374.0,6250.044184664157,61561
Maine,706,247.57999482224534,100817.0,354.0,3328
Maryland,706,1131.7668153127522,553175.0,10939.0,68423
Massachusetts,706,1586.3322801600518,866258.0,11392.0,109338
Michigan,706,717.723303738103,1085137.0,6250.044184664157,71678
Minnesota,706,659.7948234920293,630427.0,4112.0,37210
Mississippi,706,966.685471728734,299039.0,3208.0,28770
Missouri,706,368.81899062604083,397318.0,6250.044184664157,22636
Montana,706,101.33067858806973,95149.0,106.0,1083
Nebraska,706,1005.5789678289173,182662.0,1343.0,19452
Nevada,706,640.6493697072486,284728.0,6250.044184664157,19733
New Hampshire,706,428.17922337908567,120307.0,565.0,5822
New Jersey,706,1940.4673847328195,1463913.0,20141.0,172356
New Mexico,706,597.0920852391872,350060.0,1928.0,12520
New York,706,2030.2401190198543,4041593.0,89995.0,394954
North Carolina,706,650.4143178105743,971120.0,6250.044184664157,68216
North Dakota,706,479.8822143080221,108195.0,234.0,3657
Ohio,706,452.2589420913501,792005.0,7911.0,52865
Oklahoma,706,367.2253347320463,353050.0,1615.0,14531
Oregon,706,220.35513357044312,251054.0,1069.0,9294
Pennsylvania,706,723.4188374947049,790273.0,6250.044184664157,92612
Rhode Island,706,1599.1715760727454,248268.0,2011.0,16941
South Carolina,706,771.0857507330957,401401.0,2854.0,39701
South Dakota,706,779.170279169714,81941.0,683.0,6893
Tennessee,706,686.6130515930623,838454.0,2775.0,46890
Texas,706,617.8015422259457,1975803.0,6250.044184664157,179137
Utah,706,725.836083941212,346386.0,1505.0,23270
Vermont,706,196.63808176105667,67341.0,6250.044184664157,1227
Virginia,706,746.7032760398047,674256.0,9384.0,63735
Washington,706,448.4764263923341,571964.0,4402.0,34151
West Virginia,706,170.35432919286197,178341.0,6250.044184664157,3053
Wisconsin,706,510.7485975796377,596755.0,3519.0,29738
Wyoming,706,267.81440979751505,35243.0,119.0,1550
Alabama,709,853.8327638055673,430631.0,2883.0,41865
Alaska,709,144.8988100526967,120208.0,6250.044184664157,1060
Arizona,709,1262.2004674724956,578381.0,5018.0,91872
Arkansas,709,749.6179341004254,331237.0,1517.0,22622
California,709,634.0164662464068,4448176.0,6250.044184664157,250514
Colorado,709,583.3745460809455,340290.0,5527.0,33595
Connecticut,709,1310.3292946682836,499669.0,10411.0,46717
Delaware,709,1224.42398774241,118343.0,6250.044184664157,11923
Florida,709,831.5308079245032,2081360.0,15795.0,178594
Georgia,709,852.3066284540042,901217.0,11653.0,90493
Hawaii,709,68.86215703114406,81618.0,116.0,975
Idaho,709,391.36796926804567,98709.0,350.0,6994
Illinois,709,1150.1898582689892,1701757.0,6250.044184664157,145750
Indiana,709,696.8727547336175,504153.0,7175.0,46915
Iowa,709,965.5253290735228,321461.0,6250.044184664157,30463
Kansas,709,537.4978460955462,191561.0,1219.0,15659
Kentucky,709,366.54428379158463,395647.0,2685.0,16376
Louisiana,709,1361.4068508950925,784142.0,6250.044184664157,63289
Maine,709,250.92768105031053,103449.0,358.0,3373
Maryland,709,1140.665731563695,563834.0,10973.0,68961
Massachusetts,709,1590.539750218462,877780.0,11436.0,109628
Michigan,709,722.6998444055023,1108265.0,6250.044184664157,72175
Minnesota,709,667.1357280049479,645172.0,4139.0,37624
Mississippi,709,997.3962997148327,299039.0,3208.0,29684
Missouri,709,377.35676899183176,404959.0,6250.044184664157,23160
Montana,709,105.54109459588429,97503.0,109.0,1128
Nebraska,709,1016.3316115317967,184134.0,1353.0,19660
Nevada,709,672.6282694772602,293685.0,6250.044184664157,20718
New Hampshire,709,430.753299782086,122187.0,567.0,5857
New Jersey,709,1944.813159817568,1485501.0,20214.0,172742
New Mexico,709,609.3009968862506,356637.0,1945.0,12776
New York,709,2034.9590493997475,4107985.0,89995.0,395872
North Carolina,709,669.9221707225075,999293.0,6250.044184664157,70262
North Dakota,709,488.4117040345798,110574.0,237.0,3722
Ohio,709,472.7224508302607,828157.0,8084.0,55257
Oklahoma,709,380.8215930821833,363854.0,1661.0,15069
Oregon,709,228.46374726541745,251054.0,1069.0,9636
Pennsylvania,709,729.5116407302022,804144.0,6250.044184664157,93392
Rhode Island,709,1603.891402458652,250954.0,2019.0,16991
South Carolina,709,806.6480290029705,409032.0,2882.0,41532
South Dakota,709,788.7785010947722,82993.0,687.0,6978
Tennessee,709,713.2927056771434,862489.0,2825.0,48712
Texas,709,640.0598760906763,2013906.0,6250.044184664157,185591
Utah,709,744.4264709643733,356636.0,1529.0,23866
Vermont,709,198.0804148791084,68395.0,6250.044184664157,1236
Virginia,709,754.412239021435,688360.0,9529.0,64393
Washington,709,456.7102912673888,584989.0,4442.0,34778
West Virginia,709,174.42765576707714,180702.0,6250.044184664157,3126
Wisconsin,709,520.6928923539537,606984.0,3555.0,30317
Wyoming,709,273.3434814836573,35275.0,119.0,1582
Alabama,712,874.1664856618708,442088.0,2906.0,42862
Alaska,712,151.32356861163703,122732.0,6250.044184664157,1107
Arizona,712,1299.2262235226347,589508.0,5068.0,94567
Arkansas,712,769.0691642001932,338893.0,1536.0,23209
California,712,640.0424496490617,4553031.0,6250.044184664157,252895
Colorado,712,587.7852362046116,345754.0,5537.0,33849
Connecticut,712,1310.3292946682836,499669.0,10411.0,46717
Delaware,712,1231.9206707169294,120693.0,6250.044184664157,11996
Florida,712,884.8790726881515,2146497.0,16040.0,190052
Georgia,712,878.9232566132102,926359.0,11743.0,93319
Hawaii,712,70.55722551191069,83476.0,118.0,999
Idaho,712,412.4080545475403,101067.0,355.0,7370
Illinois,712,1156.9923533484255,1735593.0,6250.044184664157,146612
Indiana,712,704.5522434727687,512288.0,7216.0,47432
Iowa,712,984.4789497538884,329011.0,6250.044184664157,31061
Kansas,712,546.1477890814378,191561.0,1219.0,15911
